      year,  location,    lowest,   2nd_low,    median,  2nd_high,   highest,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15
  0.61,E08000022,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011
  1.00,E08000022,    0.025,    0.025,    0.033,    0.033,    0.047,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.025,    0.025,    0.033,    0.047,    0.033,    0.033,    0.025
  1.25,E08000022,    0.052,    0.060,    0.100,    0.113,    0.127,    0.069,    0.102,    0.089,    0.113,    0.113,    0.127,    0.113,    0.100,    0.072,    0.080,    0.113,    0.060,    0.113,    0.092,    0.052
  1.50,E08000022,    0.052,    0.086,    0.119,    0.196,    0.216,    0.096,    0.102,    0.102,    0.113,    0.216,    0.162,    0.135,    0.149,    0.086,    0.141,    0.162,    0.096,    0.196,    0.119,    0.052
  1.75,E08000022,    0.074,    0.096,    0.176,    0.257,    0.353,    0.176,    0.171,    0.157,    0.190,    0.216,    0.245,    0.171,    0.217,    0.121,    0.141,    0.257,    0.096,    0.353,    0.199,    0.074
  2.00,E08000022,    0.074,    0.096,    0.190,    0.284,    0.392,    0.215,    0.184,    0.184,    0.190,    0.243,    0.272,    0.171,    0.231,    0.135,    0.168,    0.284,    0.096,    0.392,    0.213,    0.074
  2.25,E08000022,    0.082,    0.117,    0.237,    0.317,    0.594,    0.275,    0.184,    0.184,    0.237,    0.317,    0.272,    0.196,    0.314,    0.149,    0.228,    0.297,    0.117,    0.594,    0.310,    0.082
  2.50,E08000022,    0.211,    0.221,    0.311,    0.507,    0.770,    0.382,    0.211,    0.245,    0.311,    0.437,    0.299,    0.249,    0.507,    0.284,    0.313,    0.404,    0.303,    0.770,    0.428,    0.221
  2.75,E08000022,    0.298,    0.309,    0.435,    0.717,    1.049,    0.555,    0.309,    0.428,    0.388,    0.590,    0.432,    0.435,    0.717,    0.409,    0.511,    0.655,    0.345,    1.049,    0.649,    0.298
  3.00,E08000022,    0.395,    0.430,    0.644,    1.157,    1.450,    0.785,    0.430,    0.574,    0.550,    0.872,    0.644,    0.594,    0.931,    0.549,    0.669,    0.973,    0.499,    1.450,    1.157,    0.395
  3.25,E08000022,    0.468,    0.616,    0.872,    1.485,    1.809,    1.006,    0.633,    0.796,    0.730,    0.974,    0.887,    0.652,    1.251,    0.872,    0.814,    1.371,    0.616,    1.809,    1.485,    0.468
  3.50,E08000022,    0.582,    0.702,    1.138,    1.992,    2.146,    1.220,    0.702,    0.932,    1.034,    1.274,    1.138,    0.758,    1.591,    1.199,    1.092,    1.863,    0.825,    2.146,    1.992,    0.582
  3.75,E08000022,    0.831,    0.945,    1.436,    2.512,    2.544,    1.523,    0.989,    1.126,    1.228,    1.621,    1.549,    0.945,    1.924,    1.436,    1.214,    2.512,    0.953,    2.544,    2.509,    0.831
  4.00,E08000022,    1.172,    1.256,    1.705,    2.924,    3.029,    1.724,    1.256,    1.549,    1.657,    1.929,    1.705,    1.172,    2.290,    2.007,    1.695,    3.029,    1.452,    2.923,    2.924,    1.309
  0.61,E08000023,    0.015,    0.015,    0.015,    0.015,    0.015,    0.015,    0.015,    0.015,    0.015,    0.015,    0.015,    0.015,    0.015,    0.015,    0.015,    0.015,    0.015,    0.015,    0.015,    0.015
  1.00,E08000023,    0.033,    0.033,    0.033,    0.033,    0.051,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.051,    0.033,    0.033,    0.033
  1.25,E08000023,    0.069,    0.069,    0.100,    0.118,    0.136,    0.069,    0.103,    0.085,    0.118,    0.118,    0.136,    0.118,    0.100,    0.085,    0.085,    0.118,    0.069,    0.118,    0.100,    0.069
  1.50,E08000023,    0.069,    0.103,    0.136,    0.205,    0.221,    0.105,    0.103,    0.103,    0.118,    0.221,    0.172,    0.136,    0.154,    0.103,    0.154,    0.172,    0.105,    0.205,    0.136,    0.069
  1.75,E08000023,    0.087,    0.105,    0.187,    0.275,    0.359,    0.190,    0.172,    0.154,    0.187,    0.221,    0.259,    0.172,    0.223,    0.139,    0.154,    0.275,    0.105,    0.359,    0.221,    0.087
  2.00,E08000023,    0.087,    0.105,    0.190,    0.311,    0.411,    0.241,    0.190,    0.190,    0.187,    0.257,    0.295,    0.172,    0.241,    0.157,    0.190,    0.311,    0.105,    0.411,    0.239,    0.087
  2.25,E08000023,    0.087,    0.123,    0.259,    0.357,    0.613,    0.311,    0.190,    0.190,    0.239,    0.344,    0.295,    0.205,    0.329,    0.175,    0.259,    0.329,    0.123,    0.613,    0.357,    0.087
  2.50,E08000023,    0.226,    0.239,    0.331,    0.531,    0.793,    0.408,    0.226,    0.259,    0.326,    0.459,    0.331,    0.254,    0.531,    0.311,    0.339,    0.449,    0.326,    0.793,    0.469,    0.239
  2.75,E08000023,    0.308,    0.323,    0.465,    0.734,    1.075,    0.595,    0.323,    0.459,    0.405,    0.598,    0.465,    0.447,    0.734,    0.423,    0.547,    0.695,    0.359,    1.075,    0.687,    0.308
  3.00,E08000023,    0.393,    0.429,    0.701,    1.208,    1.477,    0.834,    0.429,    0.598,    0.577,    0.895,    0.701,    0.613,    0.952,    0.554,    0.713,    1.029,    0.531,    1.477,    1.208,    0.393
  3.25,E08000023,    0.480,    0.644,    0.895,    1.523,    1.844,    1.072,    0.644,    0.816,    0.762,    0.998,    0.970,    0.680,    1.278,    0.895,    0.862,    1.437,    0.665,    1.844,    1.523,    0.480
  3.50,E08000023,    0.598,    0.713,    1.231,    2.044,    2.183,    1.291,    0.713,    0.965,    1.077,    1.342,    1.237,    0.798,    1.632,    1.231,    1.155,    1.937,    0.888,    2.183,    2.044,    0.598
  3.75,E08000023,    0.852,    1.003,    1.470,    2.591,    2.591,    1.617,    1.039,    1.167,    1.280,    1.693,    1.663,    1.003,    1.986,    1.470,    1.272,    2.591,    1.024,    2.591,    2.534,    0.852
  4.00,E08000023,    1.239,    1.306,    1.814,    2.996,    3.114,    1.819,    1.306,    1.629,    1.729,    1.993,    1.814,    1.239,    2.373,    2.042,    1.737,    3.114,    1.545,    2.996,    2.975,    1.334
  0.61,E08000024,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011,    0.011
  1.00,E08000024,    0.029,    0.033,    0.033,    0.033,    0.051,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.051,    0.033,    0.033,    0.029
  1.25,E08000024,    0.055,    0.063,    0.095,    0.117,    0.130,    0.064,    0.102,    0.075,    0.117,    0.117,    0.130,    0.113,    0.091,    0.075,    0.080,    0.117,    0.063,    0.108,    0.095,    0.055
  1.50,E08000024,    0.055,    0.087,    0.125,    0.189,    0.219,    0.099,    0.102,    0.093,    0.117,    0.219,    0.165,    0.126,    0.143,    0.087,    0.134,    0.165,    0.089,    0.189,    0.125,    0.055
  1.75,E08000024,    0.067,    0.089,    0.178,    0.258,    0.346,    0.178,    0.170,    0.143,    0.185,    0.219,    0.246,    0.151,    0.206,    0.118,    0.134,    0.258,    0.089,    0.346,    0.205,    0.067
  2.00,E08000024,    0.067,    0.094,    0.185,    0.287,    0.392,    0.224,    0.183,    0.169,    0.185,    0.244,    0.272,    0.151,    0.224,    0.136,    0.160,    0.287,    0.094,    0.392,    0.218,    0.067
  2.25,E08000024,    0.076,    0.106,    0.222,    0.325,    0.584,    0.288,    0.187,    0.173,    0.222,    0.311,    0.276,    0.180,    0.306,    0.149,    0.214,    0.310,    0.106,    0.584,    0.325,    0.076
  2.50,E08000024,    0.213,    0.213,    0.300,    0.498,    0.738,    0.391,    0.213,    0.223,    0.298,    0.437,    0.302,    0.224,    0.498,    0.274,    0.300,    0.405,    0.293,    0.738,    0.435,    0.213
  2.75,E08000024,    0.280,    0.310,    0.440,    0.676,    1.033,    0.576,    0.310,    0.427,    0.375,    0.579,    0.440,    0.409,    0.676,    0.384,    0.505,    0.661,    0.331,    1.033,    0.657,    0.280
  3.00,E08000024,    0.379,    0.414,    0.652,    1.143,    1.406,    0.800,    0.414,    0.560,    0.559,    0.853,    0.652,    0.580,    0.885,    0.520,    0.672,    0.956,    0.496,    1.406,    1.143,    0.379
  3.25,E08000024,    0.460,    0.621,    0.835,    1.454,    1.749,    1.022,    0.621,    0.772,    0.739,    0.946,    0.891,    0.656,    1.169,    0.835,    0.815,    1.324,    0.629,    1.749,    1.454,    0.460
  3.50,E08000024,    0.577,    0.689,    1.121,    1.925,    2.067,    1.212,    0.689,    0.902,    1.026,    1.271,    1.121,    0.773,    1.492,    1.155,    1.089,    1.787,    0.826,    2.067,    1.925,    0.577
  3.75,E08000024,    0.806,    0.952,    1.374,    2.440,    2.467,    1.496,    0.993,    1.080,    1.205,    1.607,    1.515,    0.962,    1.825,    1.374,    1.212,    2.440,    0.952,    2.467,    2.436,    0.806
  4.00,E08000024,    1.169,    1.236,    1.670,    2.847,    2.941,    1.698,    1.236,    1.501,    1.659,    1.935,    1.670,    1.169,    2.169,    1.921,    1.658,    2.941,    1.438,    2.847,    2.846,    1.255
  0.61,E07000026,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000
  1.00,E07000026,    0.000,    0.000,    0.000,    0.000,    0.002,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.002,    0.000,    0.000,    0.000
  1.25,E07000026,    0.000,    0.002,    0.012,    0.028,    0.034,    0.004,    0.014,    0.004,    0.021,    0.021,    0.034,    0.028,    0.012,    0.004,    0.004,    0.012,    0.002,    0.023,    0.004,    0.000
  1.50,E07000026,    0.000,    0.002,    0.015,    0.034,    0.044,    0.015,    0.014,    0.004,    0.021,    0.044,    0.034,    0.028,    0.022,    0.004,    0.019,    0.012,    0.002,    0.024,    0.013,    0.000
  1.75,E07000026,    0.000,    0.002,    0.034,    0.051,    0.070,    0.034,    0.030,    0.019,    0.037,    0.044,    0.051,    0.043,    0.040,    0.018,    0.019,    0.034,    0.002,    0.070,    0.029,    0.000
  2.00,E07000026,    0.000,    0.002,    0.037,    0.052,    0.087,    0.045,    0.030,    0.019,    0.037,    0.045,    0.052,    0.043,    0.048,    0.026,    0.021,    0.041,    0.002,    0.087,    0.031,    0.000
  2.25,E07000026,    0.000,    0.005,    0.045,    0.076,    0.146,    0.076,    0.030,    0.019,    0.062,    0.059,    0.052,    0.045,    0.059,    0.035,    0.036,    0.041,    0.005,    0.146,    0.063,    0.000
  2.50,E07000026,    0.028,    0.039,    0.067,    0.125,    0.178,    0.125,    0.039,    0.028,    0.093,    0.084,    0.064,    0.062,    0.091,    0.067,    0.077,    0.066,    0.051,    0.178,    0.115,    0.039
  2.75,E07000026,    0.052,    0.067,    0.095,    0.135,    0.205,    0.135,    0.069,    0.067,    0.131,    0.095,    0.075,    0.072,    0.133,    0.126,    0.088,    0.127,    0.071,    0.205,    0.126,    0.052
  3.00,E07000026,    0.077,    0.079,    0.141,    0.177,    0.239,    0.177,    0.079,    0.077,    0.141,    0.141,    0.112,    0.102,    0.153,    0.141,    0.126,    0.165,    0.113,    0.239,    0.174,    0.092
  3.25,E07000026,    0.102,    0.115,    0.155,    0.225,    0.267,    0.205,    0.138,    0.115,    0.185,    0.154,    0.153,    0.116,    0.164,    0.181,    0.155,    0.206,    0.123,    0.267,    0.225,    0.102
  3.50,E07000026,    0.126,    0.134,    0.213,    0.250,    0.282,    0.218,    0.148,    0.134,    0.219,    0.201,    0.166,    0.126,    0.234,    0.213,    0.216,    0.232,    0.186,    0.282,    0.250,    0.163
  3.75,E07000026,    0.144,    0.176,    0.244,    0.339,    0.348,    0.275,    0.176,    0.144,    0.244,    0.266,    0.262,    0.190,    0.274,    0.224,    0.226,    0.329,    0.196,    0.348,    0.339,    0.189
  4.00,E07000026,    0.204,    0.222,    0.285,    0.406,    0.429,    0.285,    0.231,    0.224,    0.308,    0.327,    0.289,    0.204,    0.274,    0.291,    0.258,    0.429,    0.243,    0.406,    0.373,    0.222
  0.61,E07000027,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000
  1.00,E07000027,    0.000,    0.000,    0.000,    0.000,    0.033,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.033,    0.000,    0.000,    0.000
  1.25,E07000027,    0.000,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.000
  1.50,E07000027,    0.000,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.000
  1.75,E07000027,    0.000,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.000
  2.00,E07000027,    0.000,    0.033,    0.033,    0.033,    0.067,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.067,    0.033,    0.000
  2.25,E07000027,    0.000,    0.033,    0.033,    0.067,    0.100,    0.033,    0.033,    0.033,    0.067,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.033,    0.100,    0.033,    0.000
  2.50,E07000027,    0.033,    0.033,    0.033,    0.100,    0.100,    0.033,    0.033,    0.033,    0.100,    0.033,    0.033,    0.033,    0.033,    0.067,    0.033,    0.033,    0.033,    0.100,    0.033,    0.033
  2.75,E07000027,    0.033,    0.033,    0.033,    0.100,    0.133,    0.033,    0.033,    0.033,    0.133,    0.033,    0.033,    0.033,    0.067,    0.100,    0.033,    0.033,    0.033,    0.100,    0.033,    0.033
  3.00,E07000027,    0.033,    0.033,    0.067,    0.133,    0.167,    0.067,    0.033,    0.033,    0.133,    0.067,    0.067,    0.033,    0.100,    0.100,    0.033,    0.100,    0.067,    0.167,    0.100,    0.033
  3.25,E07000027,    0.033,    0.033,    0.100,    0.200,    0.200,    0.100,    0.067,    0.033,    0.200,    0.067,    0.100,    0.033,    0.100,    0.133,    0.067,    0.133,    0.067,    0.200,    0.133,    0.033
  3.50,E07000027,    0.033,    0.067,    0.133,    0.200,    0.233,    0.100,    0.067,    0.067,    0.233,    0.100,    0.100,    0.033,    0.200,    0.167,    0.133,    0.133,    0.133,    0.200,    0.133,    0.100
  3.75,E07000027,    0.067,    0.100,    0.167,    0.233,    0.233,    0.167,    0.100,    0.067,    0.233,    0.167,    0.167,    0.100,    0.233,    0.167,    0.167,    0.200,    0.167,    0.233,    0.200,    0.100
  4.00,E07000027,    0.100,    0.133,    0.200,    0.267,    0.300,    0.200,    0.167,    0.133,    0.267,    0.233,    0.200,    0.100,    0.233,    0.200,    0.200,    0.267,    0.233,    0.300,    0.233,    0.133
  0.61,E07000029,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000
  1.00,E07000029,    0.000,    0.000,    0.000,    0.000,    0.002,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.000,    0.002,    0.000,    0.000,    0.000
  1.25,E07000029,    0.000,    0.002,    0.003,    0.029,    0.029,    0.003,    0.018,    0.002,    0.029,    0.029,    0.029,    0.029,    0.003,    0.002,    0.003,    0.003,    0.002,    0.029,    0.002,    0.000
  1.50,E07000029,    0.000,    0.002,    0.003,    0.029,    0.058,    0.003,    0.018,    0.002,    0.029,    0.058,    0.029,    0.029,    0.003,    0.002,    0.020,    0.003,    0.002,    0.029,    0.002,    0.000
  1.75,E07000029,    0.000,    0.004,    0.031,    0.058,    0.058,    0.031,    0.046,    0.030,    0.058,    0.058,    0.058,    0.046,    0.031,    0.018,    0.020,    0.031,    0.004,    0.058,    0.030,    0.000
  2.00,E07000029,    0.000,    0.004,    0.033,    0.060,    0.076,    0.033,    0.048,    0.032,    0.058,    0.060,    0.060,    0.048,    0.032,    0.018,    0.021,    0.033,    0.004,    0.076,    0.033,    0.000
  2.25,E07000029,    0.000,    0.004,    0.048,    0.089,    0.099,    0.049,    0.048,    0.032,    0.089,    0.060,    0.060,    0.048,    0.032,    0.046,    0.021,    0.033,    0.004,    0.099,    0.049,    0.000
  2.50,E07000029,    0.030,    0.032,    0.060,    0.107,    0.109,    0.082,    0.048,    0.032,    0.109,    0.064,    0.060,    0.052,    0.065,    0.066,    0.052,    0.049,    0.034,    0.107,    0.082,    0.030
  2.75,E07000029,    0.031,    0.035,    0.064,    0.108,    0.120,    0.082,    0.063,    0.063,    0.120,    0.064,    0.063,    0.052,    0.068,    0.103,    0.052,    0.083,    0.035,    0.108,    0.082,    0.031
  3.00,E07000029,    0.052,    0.053,    0.070,    0.118,    0.120,    0.102,    0.063,    0.063,    0.120,    0.070,    0.067,    0.052,    0.072,    0.104,    0.053,    0.103,    0.067,    0.114,    0.118,    0.059
  3.25,E07000029,    0.059,    0.063,    0.072,    0.137,    0.156,    0.108,    0.068,    0.063,    0.156,    0.070,    0.073,    0.064,    0.072,    0.137,    0.069,    0.110,    0.067,    0.120,    0.124,    0.059
